age,job,marital,education,balance,housing,loan,contact,campaign,pdays,previous,poutcome,purchase
61,services,married,secondary,5414,yes,no,cellular,9,-1,2,failure,no
67,admin.,divorced,tertiary,3868,no,no,unknown,6,-1,3,other,yes
31,unemployed,single,tertiary,3588,yes,no,cellular,3,-1,4,unknown,no
70,retired,married,secondary,8723,yes,no,cellular,9,21,2,unknown,no
28,management,married,secondary,7899,yes,no,cellular,4,28,3,failure,no
26,housemaid,married,secondary,1437,yes,no,cellular,4,-1,0,other,no
51,management,married,secondary,646,yes,no,cellular,8,-1,4,unknown,no
29,management,married,primary,4652,yes,no,cellular,7,-1,3,other,yes
52,blue-collar,single,secondary,3799,no,yes,unknown,7,-1,1,unknown,no
52,entrepreneur,divorced,secondary,7618,yes,no,telephone,10,-1,2,unknown,no
18,entrepreneur,married,tertiary,8134,no,no,cellular,7,-1,3,unknown,no
57,retired,single,secondary,7259,yes,no,cellular,10,-1,4,failure,yes
39,blue-collar,married,secondary,7453,yes,no,cellular,5,1,4,unknown,yes
46,management,married,secondary,4284,yes,no,cellular,7,5,1,other,no
25,self-employed,married,primary,8524,yes,no,cellular,4,-1,1,failure,no
28,student,single,tertiary,961,yes,no,unknown,8,14,5,other,no
58,entrepreneur,divorced,tertiary,659,yes,no,cellular,9,3,5,other,yes
54,housemaid,single,secondary,-114,yes,no,telephone,3,21,3,unknown,no
31,housemaid,married,tertiary,9733,yes,yes,cellular,7,-1,0,unknown,no
47,admin.,married,secondary,6692,no,no,cellular,10,21,4,unknown,no
52,technician,married,secondary,9410,no,yes,cellular,9,19,0,unknown,no
38,student,married,secondary,4275,yes,yes,cellular,1,-1,0,success,yes
54,entrepreneur,single,tertiary,2909,yes,no,unknown,2,-1,3,other,no
22,services,single,secondary,189,yes,no,cellular,7,25,2,unknown,no
36,entrepreneur,single,secondary,6528,no,no,cellular,2,6,2,other,no
31,admin.,married,secondary,6762,yes,no,unknown,7,24,2,unknown,yes
43,housemaid,married,secondary,5164,yes,no,unknown,1,13,1,failure,no
21,management,married,tertiary,6266,yes,no,telephone,3,-1,4,unknown,no
42,services,married,secondary,8861,no,no,unknown,5,-1,1,unknown,no
62,blue-collar,married,tertiary,452,yes,no,cellular,6,-1,4,failure,no
59,unemployed,single,secondary,5642,no,no,telephone,9,28,5,unknown,no
42,management,single,tertiary,5467,yes,no,telephone,9,-1,4,success,no
35,unemployed,married,tertiary,6705,no,no,unknown,3,-1,4,unknown,yes
57,student,married,secondary,1984,no,no,telephone,8,5,3,failure,no
25,self-employed,married,secondary,1354,yes,yes,cellular,4,8,2,failure,no
56,technician,married,tertiary,2731,no,no,telephone,7,-1,1,success,yes
57,self-employed,single,tertiary,2097,yes,yes,cellular,6,-1,5,unknown,no
31,services,married,secondary,7329,no,no,cellular,8,-1,1,unknown,no
49,retired,married,secondary,7686,no,no,cellular,6,-1,3,success,yes
68,services,married,tertiary,3483,yes,no,unknown,4,12,4,unknown,no
55,self-employed,single,tertiary,6463,no,no,cellular,2,-1,5,failure,yes
50,entrepreneur,married,secondary,6184,yes,no,cellular,7,18,2,failure,no
40,housemaid,married,secondary,9883,yes,no,cellular,4,14,0,unknown,yes
32,entrepreneur,married,secondary,156,yes,no,unknown,9,1,0,failure,no
50,entrepreneur,single,tertiary,7243,no,no,cellular,9,-1,3,unknown,no
42,student,divorced,secondary,6339,yes,no,telephone,7,-1,2,other,no
34,management,married,primary,9488,yes,no,unknown,5,-1,0,failure,no
50,retired,single,secondary,5812,no,no,cellular,3,-1,0,unknown,no
64,retired,divorced,secondary,7438,yes,no,cellular,3,17,5,unknown,no
19,entrepreneur,divorced,tertiary,9454,yes,no,telephone,9,-1,5,unknown,no
31,unemployed,single,primary,5676,yes,no,unknown,9,16,1,failure,no
70,student,single,tertiary,2785,yes,no,telephone,4,-1,2,unknown,no
57,entrepreneur,married,secondary,9277,yes,no,cellular,1,-1,0,unknown,yes
57,technician,single,tertiary,5059,yes,no,unknown,10,29,5,failure,no
68,housemaid,married,tertiary,3063,no,no,cellular,5,-1,5,other,no
56,management,single,secondary,4084,no,no,cellular,8,-1,5,failure,no
68,blue-collar,married,secondary,4317,yes,yes,telephone,10,-1,1,other,no
23,technician,single,secondary,4541,yes,no,cellular,4,-1,2,unknown,no
23,unemployed,single,secondary,5682,yes,no,telephone,10,6,4,failure,no
20,services,married,primary,7526,no,no,cellular,10,-1,5,success,no
24,services,single,secondary,2744,yes,yes,unknown,4,-1,2,other,no
68,self-employed,married,primary,540,yes,no,cellular,9,-1,3,unknown,no
25,technician,single,tertiary,1773,no,no,cellular,9,23,1,unknown,no
59,self-employed,married,tertiary,3129,yes,yes,telephone,7,-1,4,unknown,no
69,entrepreneur,married,tertiary,1614,yes,no,cellular,10,-1,5,success,no
32,blue-collar,divorced,secondary,6864,no,no,cellular,8,-1,5,unknown,no
64,admin.,married,secondary,1177,no,no,unknown,4,-1,1,failure,yes
46,admin.,single,secondary,2594,yes,no,cellular,8,-1,1,unknown,no
50,unemployed,married,tertiary,8690,no,no,unknown,6,-1,0,other,yes
69,entrepreneur,married,secondary,5373,yes,yes,cellular,3,-1,5,failure,no
47,retired,married,tertiary,1784,no,no,cellular,7,-1,2,success,no
56,self-employed,married,secondary,4552,yes,no,telephone,3,-1,1,failure,no
44,retired,married,secondary,6562,no,no,telephone,7,25,1,failure,no
53,management,married,secondary,1089,no,yes,cellular,5,6,3,unknown,no
46,blue-collar,married,primary,8853,no,yes,cellular,4,-1,3,unknown,no
55,blue-collar,married,tertiary,2020,no,no,telephone,3,-1,3,other,no
50,services,divorced,secondary,4148,yes,no,cellular,8,3,1,unknown,no
54,student,divorced,secondary,5229,yes,no,cellular,4,21,4,unknown,no
44,self-employed,married,secondary,194,yes,yes,cellular,8,-1,2,other,no
50,unemployed,single,primary,7307,no,no,cellular,10,14,1,success,no
21,admin.,married,tertiary,3183,no,no,cellular,3,-1,0,failure,no
39,unemployed,single,secondary,6204,yes,no,cellular,10,-1,5,unknown,no
19,retired,single,tertiary,6868,no,no,cellular,9,27,4,unknown,no
27,retired,divorced,secondary,1471,no,no,cellular,6,9,4,success,yes
22,technician,married,primary,9195,no,no,cellular,5,18,2,failure,yes
27,management,single,secondary,7555,no,no,telephone,5,-1,4,unknown,no
50,blue-collar,married,tertiary,3718,yes,no,cellular,3,-1,2,unknown,yes
55,housemaid,divorced,secondary,1368,yes,no,unknown,2,-1,4,unknown,no
30,self-employed,married,tertiary,1171,yes,no,telephone,6,-1,5,failure,no
48,unemployed,single,tertiary,8774,yes,no,cellular,1,-1,2,unknown,no
64,self-employed,single,tertiary,1228,no,no,cellular,7,-1,3,unknown,no
53,retired,single,tertiary,7132,no,no,cellular,5,-1,3,failure,yes
62,student,married,primary,5903,no,no,telephone,4,-1,4,unknown,no
41,services,divorced,secondary,5592,no,no,unknown,9,8,4,failure,no
69,admin.,married,secondary,1642,yes,no,cellular,10,23,2,other,no
32,management,single,secondary,8840,yes,no,telephone,1,-1,2,unknown,no
46,student,married,primary,5684,yes,no,cellular,4,-1,5,other,yes
25,management,married,secondary,5510,yes,no,cellular,3,-1,1,unknown,no
22,technician,married,tertiary,-247,yes,no,unknown,6,22,3,failure,no
46,housemaid,married,tertiary,3602,yes,no,cellular,5,-1,1,unknown,no
64,retired,married,secondary,3042,yes,no,cellular,7,12,1,other,no
21,services,married,secondary,2275,yes,no,cellular,1,13,0,unknown,no
29,student,married,secondary,7178,no,no,telephone,5,-1,2,failure,no
62,management,single,secondary,5712,yes,no,cellular,2,-1,0,other,no
19,blue-collar,single,secondary,4137,yes,yes,unknown,2,27,0,unknown,no
44,technician,married,secondary,5534,yes,no,cellular,2,-1,1,other,yes
48,blue-collar,married,primary,7957,no,no,cellular,9,3,0,other,no
68,services,married,primary,5976,yes,no,telephone,10,27,5,other,no
68,student,married,secondary,2648,yes,no,cellular,3,-1,2,unknown,no
53,self-employed,single,secondary,2859,no,no,telephone,4,19,1,failure,no
53,technician,single,secondary,504,no,no,cellular,5,25,2,unknown,no
43,student,married,tertiary,9786,no,no,cellular,4,9,5,unknown,no
60,retired,married,tertiary,4217,yes,no,cellular,4,-1,4,other,no
44,entrepreneur,married,secondary,2771,yes,no,unknown,5,-1,0,unknown,no
22,technician,single,secondary,-291,yes,no,cellular,10,-1,1,unknown,no
37,blue-collar,divorced,tertiary,8579,no,no,telephone,9,16,3,unknown,no
28,services,married,tertiary,5039,yes,no,cellular,9,18,2,unknown,no
27,housemaid,married,secondary,-347,yes,no,cellular,6,-1,5,success,no
57,retired,single,tertiary,3093,yes,yes,cellular,3,-1,0,unknown,no
55,entrepreneur,divorced,secondary,8106,yes,no,unknown,6,-1,2,other,no
23,housemaid,married,secondary,784,yes,no,telephone,10,9,5,other,no
25,admin.,married,tertiary,2648,no,no,telephone,4,7,2,unknown,no
40,retired,married,tertiary,268,no,no,cellular,3,23,4,unknown,no
64,services,married,secondary,8674,yes,no,cellular,6,7,5,other,yes
43,management,married,primary,5107,yes,no,cellular,6,16,2,other,no
63,technician,married,secondary,2702,no,yes,unknown,2,9,4,unknown,no
60,student,married,tertiary,2287,yes,no,cellular,9,-1,4,unknown,no
29,services,married,secondary,1710,yes,no,cellular,8,-1,4,other,no
43,technician,single,primary,8730,yes,no,cellular,6,22,0,failure,no
30,housemaid,married,primary,6899,no,yes,cellular,1,1,5,unknown,no
57,self-employed,married,secondary,5838,no,no,cellular,2,-1,2,unknown,no
35,student,married,primary,8233,no,yes,unknown,4,-1,2,failure,no
42,unemployed,married,tertiary,-142,yes,no,cellular,7,-1,5,failure,no
50,blue-collar,divorced,tertiary,349,yes,no,unknown,9,-1,4,failure,no
64,admin.,married,secondary,6998,no,yes,telephone,10,-1,2,unknown,no
57,retired,married,tertiary,4022,yes,no,cellular,5,-1,2,unknown,yes
60,self-employed,single,tertiary,2044,no,no,cellular,10,-1,4,success,no
29,self-employed,married,secondary,1331,no,no,cellular,2,-1,3,unknown,no
61,services,divorced,primary,972,yes,no,unknown,1,13,3,success,no
53,admin.,married,secondary,9128,no,yes,cellular,10,-1,4,failure,no
65,management,married,secondary,-171,yes,no,cellular,1,-1,0,unknown,no
21,technician,married,tertiary,5351,no,yes,cellular,5,-1,2,unknown,no
22,technician,married,tertiary,6532,yes,no,cellular,7,-1,2,unknown,no
54,services,single,tertiary,4766,yes,no,cellular,9,-1,3,unknown,yes
25,entrepreneur,single,secondary,3854,no,no,cellular,9,14,4,other,yes
59,entrepreneur,married,primary,5935,no,no,telephone,8,11,5,unknown,yes
66,unemployed,married,secondary,7478,yes,no,telephone,1,-1,5,unknown,no
45,blue-collar,single,secondary,3738,no,no,cellular,5,-1,0,failure,yes
48,student,divorced,secondary,5612,yes,no,cellular,6,-1,4,unknown,no
26,management,married,tertiary,4222,yes,yes,unknown,6,29,3,unknown,no
68,admin.,married,primary,888,yes,no,cellular,4,26,3,unknown,yes
46,entrepreneur,married,tertiary,3685,yes,no,unknown,1,-1,2,unknown,yes
31,unemployed,single,tertiary,8411,yes,no,cellular,3,5,1,unknown,no
57,unemployed,married,secondary,2735,yes,no,telephone,10,13,0,success,no
58,services,married,tertiary,4076,yes,no,cellular,4,7,0,unknown,no
39,management,single,secondary,9823,yes,no,cellular,4,5,1,unknown,yes
28,housemaid,married,secondary,600,yes,no,unknown,4,27,5,success,no
40,student,married,secondary,8364,no,no,cellular,5,-1,5,unknown,no
18,blue-collar,married,tertiary,8208,yes,no,cellular,9,-1,5,unknown,no
63,retired,married,secondary,2032,no,no,cellular,4,18,3,failure,no
54,services,married,tertiary,7270,no,no,telephone,9,2,4,unknown,no
38,student,married,secondary,3170,no,no,cellular,9,8,0,unknown,no
43,retired,married,secondary,281,no,no,telephone,1,-1,1,unknown,no
63,retired,married,tertiary,3023,no,no,cellular,5,-1,2,unknown,no
53,management,single,secondary,5631,yes,no,cellular,9,-1,2,failure,no
40,management,single,primary,4282,yes,no,telephone,4,-1,3,unknown,no
18,admin.,married,tertiary,9281,no,yes,cellular,5,-1,0,other,yes
68,unemployed,married,secondary,4495,no,no,cellular,4,30,4,unknown,no
57,student,married,primary,1001,no,no,cellular,2,-1,0,unknown,yes
32,services,married,secondary,2580,yes,no,cellular,10,12,5,failure,no
38,technician,married,secondary,8768,no,no,cellular,2,-1,2,other,no
64,services,single,tertiary,8792,yes,no,cellular,2,16,0,failure,no
26,admin.,married,secondary,2,yes,no,cellular,1,-1,2,failure,no
70,blue-collar,married,tertiary,9031,yes,no,cellular,3,5,1,failure,no
26,self-employed,married,tertiary,3385,no,yes,cellular,10,-1,1,unknown,no
27,self-employed,single,primary,7509,no,no,cellular,1,-1,2,unknown,no
69,unemployed,married,secondary,123,yes,yes,unknown,4,-1,4,unknown,no
70,self-employed,single,secondary,9578,no,no,unknown,1,-1,4,unknown,no
43,self-employed,married,tertiary,550,yes,no,cellular,4,23,0,unknown,no
58,technician,single,secondary,6885,yes,no,cellular,3,22,2,success,yes
52,entrepreneur,single,tertiary,5581,yes,yes,unknown,9,28,3,unknown,no
69,blue-collar,married,tertiary,4984,yes,no,cellular,1,2,4,unknown,no
42,management,married,secondary,3272,yes,no,cellular,8,28,4,failure,no
43,retired,married,secondary,3416,yes,no,telephone,9,16,5,unknown,no
28,entrepreneur,married,tertiary,3518,no,no,cellular,7,-1,1,unknown,no
55,services,single,tertiary,829,no,no,cellular,1,-1,4,unknown,yes
19,services,single,secondary,3614,yes,no,unknown,4,-1,4,unknown,no
24,self-employed,single,secondary,2867,yes,no,telephone,10,-1,5,unknown,no
35,management,single,secondary,7595,yes,yes,cellular,1,-1,4,failure,no
44,admin.,married,primary,4641,yes,no,cellular,4,-1,5,success,no
51,student,married,secondary,3451,yes,no,cellular,3,6,2,unknown,no
44,entrepreneur,single,tertiary,4584,yes,no,telephone,2,-1,2,success,yes
34,entrepreneur,married,secondary,1073,no,no,cellular,1,-1,1,other,no
60,housemaid,single,tertiary,2134,no,no,cellular,6,10,0,unknown,yes
61,blue-collar,married,secondary,2268,yes,no,unknown,7,16,5,unknown,no
68,unemployed,married,tertiary,4802,yes,yes,cellular,6,28,4,failure,no
41,blue-collar,divorced,secondary,5750,yes,no,cellular,9,-1,0,success,no
42,student,married,tertiary,711,no,no,cellular,9,-1,2,unknown,no
24,services,divorced,secondary,8467,yes,no,cellular,2,-1,4,unknown,no
69,services,divorced,tertiary,5455,yes,no,cellular,2,-1,0,other,yes
23,services,single,primary,660,no,no,unknown,9,-1,5,unknown,no
70,housemaid,single,secondary,5477,yes,no,unknown,1,-1,5,unknown,no
41,services,married,tertiary,6541,yes,no,cellular,5,30,0,unknown,no
50,student,single,tertiary,1883,yes,no,cellular,1,-1,5,failure,no
66,management,married,secondary,5376,yes,no,cellular,7,-1,3,unknown,no
46,unemployed,married,secondary,3040,yes,yes,cellular,9,-1,2,unknown,no
60,student,single,secondary,4135,yes,no,cellular,6,6,1,unknown,no
39,self-employed,married,tertiary,595,yes,no,unknown,2,-1,1,failure,no
43,unemployed,married,tertiary,5401,yes,no,cellular,6,-1,3,unknown,no
45,student,married,secondary,7715,no,no,cellular,9,-1,0,unknown,no
67,services,married,secondary,579,yes,no,cellular,3,-1,5,unknown,yes
38,management,single,tertiary,7870,yes,no,cellular,9,-1,3,failure,no
66,entrepreneur,married,primary,2347,no,no,cellular,8,-1,3,unknown,yes
24,blue-collar,divorced,secondary,1460,no,no,cellular,7,-1,5,unknown,no
34,retired,single,primary,973,no,no,cellular,8,13,2,unknown,no
37,management,single,tertiary,4388,yes,no,telephone,10,-1,5,failure,no
58,entrepreneur,married,secondary,4479,yes,yes,cellular,6,7,5,failure,no
66,admin.,single,tertiary,712,no,no,cellular,3,-1,4,failure,no
37,student,married,secondary,5197,no,no,cellular,7,-1,0,other,no
39,admin.,single,secondary,8501,yes,no,unknown,4,-1,1,unknown,no
45,entrepreneur,married,secondary,-81,no,no,cellular,10,-1,1,failure,no
57,management,single,tertiary,3159,yes,no,cellular,5,-1,3,failure,no
66,student,divorced,tertiary,4783,no,yes,cellular,8,-1,3,other,no
24,self-employed,married,secondary,8970,no,no,telephone,7,8,3,unknown,no
18,retired,married,secondary,9132,no,no,cellular,7,16,0,unknown,no
49,services,single,secondary,840,no,yes,cellular,8,9,3,unknown,no
30,student,married,tertiary,9913,no,no,cellular,10,-1,3,unknown,no
47,self-employed,single,secondary,4637,yes,yes,cellular,3,-1,4,failure,no
40,student,married,tertiary,4689,yes,no,cellular,3,-1,0,unknown,no
68,management,married,secondary,861,yes,no,cellular,2,4,2,other,no
36,self-employed,divorced,secondary,91,yes,yes,telephone,1,-1,2,success,no
49,management,single,secondary,26,no,yes,cellular,10,-1,5,unknown,no
47,entrepreneur,single,secondary,7355,yes,yes,cellular,6,19,4,unknown,no
46,technician,married,primary,792,yes,yes,cellular,6,-1,1,success,no
66,student,single,secondary,1154,no,no,cellular,10,-1,5,success,no
62,blue-collar,married,secondary,-313,no,no,cellular,8,-1,2,unknown,no
46,student,single,secondary,2258,yes,no,unknown,6,-1,0,unknown,no
47,entrepreneur,single,secondary,8220,yes,no,unknown,6,24,1,other,no
33,unemployed,married,secondary,8125,yes,no,cellular,1,-1,3,unknown,no
57,admin.,married,secondary,5931,no,no,cellular,7,28,0,unknown,no
36,services,married,tertiary,5537,yes,no,cellular,7,-1,1,failure,no
35,self-employed,single,tertiary,9496,no,no,telephone,10,-1,2,failure,no
18,technician,married,secondary,7994,yes,no,telephone,9,13,5,failure,no
31,retired,single,secondary,3682,yes,no,telephone,7,-1,3,unknown,no
68,retired,married,primary,6473,no,no,telephone,8,-1,3,other,no
64,retired,single,secondary,-63,yes,no,cellular,4,-1,0,unknown,no
67,management,single,secondary,332,yes,no,cellular,9,-1,5,unknown,no
19,retired,married,secondary,8488,yes,no,telephone,1,7,3,other,no
45,services,married,secondary,8251,yes,no,cellular,8,10,1,failure,no
66,admin.,married,tertiary,8453,yes,no,cellular,3,11,4,unknown,yes
67,retired,single,secondary,5294,yes,no,cellular,1,2,2,failure,yes
47,student,single,tertiary,3074,yes,no,cellular,2,-1,0,unknown,no
55,student,married,secondary,3285,yes,no,cellular,6,-1,5,other,no
68,management,single,secondary,4720,no,yes,cellular,5,11,4,failure,no
21,services,married,tertiary,7250,no,no,telephone,3,27,4,unknown,no
18,admin.,married,secondary,6318,yes,no,cellular,9,-1,0,failure,no
25,technician,divorced,tertiary,184,no,yes,cellular,8,-1,1,unknown,no
46,entrepreneur,married,secondary,3733,yes,no,telephone,3,-1,5,success,no
56,admin.,married,tertiary,77,yes,no,cellular,2,-1,2,unknown,no
20,entrepreneur,married,secondary,7507,yes,no,cellular,8,-1,0,unknown,no
49,unemployed,married,tertiary,-273,yes,yes,cellular,5,-1,5,unknown,no
27,entrepreneur,married,secondary,1828,yes,no,cellular,9,-1,4,unknown,no
27,blue-collar,married,primary,2231,yes,no,cellular,1,12,4,success,no
36,student,single,secondary,8519,no,no,unknown,10,15,0,unknown,no
63,services,married,tertiary,-70,no,no,cellular,3,28,5,other,no
51,housemaid,married,secondary,8755,yes,no,cellular,5,-1,4,unknown,no
50,management,married,primary,1209,no,no,cellular,2,-1,0,unknown,no
40,blue-collar,married,secondary,5282,no,no,cellular,3,-1,0,failure,no
45,entrepreneur,single,secondary,734,no,no,telephone,4,-1,2,unknown,no
49,retired,divorced,secondary,7993,yes,no,cellular,4,-1,0,other,no
67,services,married,secondary,4705,yes,no,cellular,9,12,5,unknown,no
24,blue-collar,single,secondary,920,yes,no,telephone,1,-1,5,unknown,no
46,management,married,primary,268,yes,no,cellular,9,28,4,failure,no
25,student,married,primary,5534,no,no,unknown,9,14,3,unknown,no
18,services,married,secondary,9096,yes,no,cellular,6,9,2,success,yes
20,management,married,primary,8135,yes,no,cellular,1,10,5,unknown,yes
41,unemployed,married,tertiary,2604,no,no,unknown,6,-1,4,unknown,no
40,unemployed,single,secondary,3855,no,yes,unknown,8,9,4,failure,no
25,management,married,tertiary,2805,yes,no,cellular,5,-1,2,unknown,no
64,blue-collar,divorced,tertiary,1038,no,yes,cellular,5,22,2,failure,yes
54,services,married,primary,831,yes,no,cellular,1,-1,4,unknown,no
20,blue-collar,married,secondary,7668,yes,no,cellular,1,-1,3,unknown,no
68,technician,single,tertiary,6439,yes,yes,unknown,8,-1,1,unknown,no
50,entrepreneur,married,secondary,7761,no,no,cellular,5,-1,4,unknown,yes
45,technician,married,secondary,5058,no,no,cellular,8,-1,2,other,no
64,self-employed,single,secondary,5444,yes,no,unknown,10,-1,0,failure,no
25,unemployed,divorced,primary,6626,yes,no,cellular,2,18,0,unknown,no
51,student,single,tertiary,-20,yes,no,cellular,4,-1,2,failure,no
52,admin.,single,tertiary,4763,yes,no,unknown,10,-1,2,unknown,no
49,entrepreneur,single,secondary,3594,yes,no,telephone,9,-1,1,unknown,no
41,unemployed,divorced,secondary,5667,yes,no,telephone,3,-1,5,unknown,yes
31,blue-collar,married,secondary,2293,no,no,cellular,6,-1,2,failure,no
49,blue-collar,married,secondary,2392,no,no,telephone,7,9,0,failure,no
63,blue-collar,married,secondary,698,yes,no,cellular,3,-1,3,failure,no
60,student,married,tertiary,7511,yes,yes,cellular,1,-1,2,other,yes
33,technician,single,tertiary,1872,yes,no,unknown,2,-1,1,failure,yes
21,admin.,single,secondary,1392,yes,no,cellular,10,-1,3,unknown,no
69,blue-collar,married,secondary,5290,no,no,telephone,7,-1,1,other,no
54,housemaid,married,secondary,1383,no,no,cellular,7,13,3,unknown,no
38,self-employed,single,secondary,4967,yes,no,cellular,1,-1,2,unknown,no
31,entrepreneur,married,primary,297,yes,no,telephone,10,-1,0,unknown,no
48,services,single,tertiary,7709,no,no,cellular,7,-1,3,failure,no
65,housemaid,married,tertiary,7735,yes,no,cellular,10,-1,4,unknown,no
35,admin.,married,secondary,-346,no,no,cellular,6,6,5,other,no
24,student,married,secondary,4462,yes,no,unknown,6,-1,1,failure,no
27,admin.,married,secondary,3580,no,no,cellular,7,-1,3,unknown,no
24,services,single,primary,7550,yes,no,cellular,7,14,1,unknown,no
50,entrepreneur,divorced,tertiary,5447,no,yes,cellular,1,-1,0,success,yes
40,services,single,secondary,9117,no,yes,unknown,10,20,1,failure,yes
38,management,married,secondary,3820,yes,no,telephone,5,-1,1,failure,no
36,entrepreneur,married,secondary,1392,no,yes,telephone,8,-1,4,unknown,no
65,admin.,single,tertiary,8589,no,no,cellular,8,20,1,unknown,yes
36,blue-collar,single,primary,2924,yes,yes,cellular,3,15,3,success,no
53,admin.,married,tertiary,8950,yes,no,cellular,3,-1,1,other,yes
46,admin.,married,tertiary,1515,yes,no,cellular,7,9,2,unknown,no
35,entrepreneur,single,secondary,6173,yes,no,cellular,4,-1,1,other,no
19,self-employed,married,secondary,5532,yes,no,unknown,6,-1,2,unknown,yes
18,management,married,secondary,4333,no,no,telephone,9,-1,5,failure,no
64,admin.,married,secondary,9394,yes,no,cellular,10,-1,1,other,no
22,housemaid,married,tertiary,8565,no,yes,cellular,2,16,5,unknown,no
37,unemployed,single,tertiary,65,yes,no,telephone,2,-1,1,unknown,no
28,retired,divorced,secondary,6912,yes,no,cellular,6,-1,3,failure,yes
59,retired,married,tertiary,1518,yes,no,cellular,3,13,2,failure,no
19,admin.,married,secondary,9577,yes,no,cellular,1,-1,5,other,no
20,housemaid,married,secondary,9815,yes,yes,cellular,2,-1,5,unknown,yes
40,self-employed,married,secondary,1814,yes,no,telephone,7,-1,2,unknown,no
29,blue-collar,married,secondary,3912,yes,no,cellular,4,-1,4,unknown,no
37,student,single,secondary,3383,no,no,cellular,2,11,1,success,no
22,student,married,secondary,9551,no,yes,cellular,8,-1,1,unknown,no
54,entrepreneur,married,secondary,7716,yes,no,telephone,4,-1,3,success,no
55,retired,married,primary,6239,no,no,cellular,4,7,4,other,no
47,admin.,married,secondary,8829,no,no,cellular,2,-1,4,unknown,no
26,student,married,secondary,7402,yes,no,unknown,1,-1,3,success,no
51,admin.,married,secondary,689,no,no,unknown,1,22,5,success,no
70,entrepreneur,divorced,tertiary,6656,no,no,unknown,3,-1,2,other,no
61,retired,married,secondary,6842,yes,no,telephone,6,-1,5,unknown,no
52,services,married,tertiary,6384,yes,yes,cellular,7,-1,0,unknown,no
69,self-employed,single,secondary,2657,yes,yes,cellular,9,-1,3,other,no
39,unemployed,divorced,tertiary,5020,yes,no,cellular,5,-1,2,unknown,no
61,unemployed,married,tertiary,1241,no,no,cellular,9,-1,5,unknown,no
41,student,single,secondary,3188,yes,no,unknown,8,14,5,unknown,no
34,unemployed,married,secondary,6985,no,no,telephone,1,-1,4,unknown,no
27,self-employed,married,secondary,4869,no,no,telephone,3,-1,3,success,no
47,services,married,tertiary,5144,no,no,cellular,8,12,0,failure,yes
63,self-employed,single,secondary,8589,no,no,unknown,9,-1,1,unknown,no
40,admin.,single,secondary,3523,yes,no,telephone,4,8,3,unknown,no
49,entrepreneur,married,primary,216,yes,no,cellular,6,-1,0,unknown,no
34,services,married,secondary,3467,no,no,unknown,4,-1,0,failure,no
67,entrepreneur,single,tertiary,6923,yes,no,cellular,9,22,3,failure,no
68,entrepreneur,married,tertiary,5950,yes,no,cellular,2,-1,2,failure,yes
34,retired,married,secondary,2715,no,no,telephone,6,30,3,failure,no
31,admin.,single,secondary,7325,no,no,telephone,3,-1,5,unknown,no
26,housemaid,single,secondary,-110,yes,no,cellular,10,-1,4,unknown,no
57,unemployed,single,tertiary,9391,no,no,cellular,4,-1,5,unknown,yes
19,housemaid,single,tertiary,2537,no,yes,unknown,2,-1,0,unknown,no
62,retired,married,tertiary,-268,yes,yes,telephone,8,8,0,unknown,no
42,entrepreneur,single,primary,9618,yes,no,telephone,10,4,1,success,yes
56,student,single,tertiary,2631,no,yes,cellular,8,13,0,unknown,no
26,self-employed,married,secondary,7134,yes,no,cellular,1,-1,1,unknown,no
39,unemployed,married,secondary,-267,yes,no,cellular,10,-1,0,failure,no
60,unemployed,married,tertiary,891,yes,no,cellular,6,1,0,unknown,yes
63,admin.,married,secondary,8947,no,no,cellular,1,-1,3,unknown,no
21,management,single,secondary,389,yes,no,cellular,6,5,3,success,no
43,technician,single,tertiary,7402,yes,no,cellular,7,-1,4,failure,no
46,technician,married,secondary,245,yes,no,cellular,2,-1,5,other,no
62,technician,married,primary,9411,no,no,telephone,9,12,2,failure,no
51,management,divorced,tertiary,-73,yes,no,cellular,8,7,4,failure,no
40,admin.,married,secondary,231,no,no,cellular,9,1,0,unknown,no
54,management,married,primary,299,no,no,cellular,10,-1,4,unknown,no
28,technician,married,secondary,6007,yes,yes,cellular,4,-1,3,unknown,no
23,retired,married,secondary,6525,no,no,cellular,4,-1,5,unknown,no
35,services,married,secondary,8527,no,no,unknown,8,-1,0,unknown,no
38,entrepreneur,married,secondary,7124,no,no,telephone,1,-1,0,unknown,no
59,management,married,secondary,7826,yes,no,cellular,8,14,4,unknown,no
53,admin.,married,secondary,4883,no,no,cellular,7,-1,5,unknown,no
58,admin.,married,secondary,5707,no,yes,cellular,7,-1,1,failure,no
55,housemaid,married,secondary,2038,no,yes,telephone,9,-1,2,other,no
51,services,single,tertiary,3218,yes,yes,cellular,10,23,5,unknown,no
34,student,single,tertiary,7732,no,yes,cellular,7,-1,4,unknown,no
54,unemployed,married,secondary,2867,yes,yes,telephone,2,13,4,unknown,no
42,technician,married,secondary,4508,yes,no,telephone,1,28,2,unknown,no
55,student,single,secondary,4729,yes,no,telephone,1,7,0,unknown,no
29,housemaid,married,secondary,6888,no,no,unknown,7,30,0,success,no
40,technician,married,tertiary,1915,yes,no,unknown,5,1,1,unknown,yes
70,services,single,tertiary,6671,yes,yes,cellular,4,-1,4,unknown,no
59,self-employed,single,secondary,9732,no,no,cellular,5,-1,2,failure,yes
39,housemaid,single,secondary,2449,yes,no,telephone,10,-1,4,failure,no
